0,55.4716466,10.3244785,29.35,309
1,55.4716877,10.3244079,29.99,312
2,55.4719092,10.3245073,29.88,325
3,55.4720284,10.3243713,29.78,329
4,55.4719573,10.3240964,29.78,234
5,55.4718846,10.3238507,29.79,237
6,55.4717495,10.3240083,29.69,141
7,55.4716190,10.3241406,29.56,145
8,55.4718227,10.3242677,59.42,19
