0,55.4724379,10.3262994,19.00,344
1,55.4724667,10.3262421,23.43,343
2,55.4724658,10.3262408,23.77,344
3,55.4724959,10.3261957,23.93,347
4,55.4724868,10.3261938,24.16,344
5,55.4724880,10.3261945,36.89,347
6,55.4724867,10.3261941,38.18,344
7,55.4732899,10.3255259,65.26,342
8,55.4724948,10.3262314,22.59,319
9,55.4724935,10.3262336,29.78,322
